,body,mind,achieve,social,meaning,gender,age,pandemic
12287,2,2,2,2,2,0,2,0
12288,3,2,1,1,1,1,4,0
12289,3,2,3,1,2,1,2,0
12290,2,3,2,2,2,0,3,0
12291,3,3,1,2,1,1,4,0
12292,3,2,2,3,2,0,4,0
12293,3,3,2,3,2,0,3,0
12294,1,2,3,3,3,0,4,0
12295,3,1,1,3,1,0,2,0
12296,2,3,2,3,2,1,2,0
12297,3,3,2,2,1,0,4,0
12298,3,3,2,3,2,0,3,0
12299,3,3,2,3,3,1,3,0
12300,2,2,2,3,2,1,4,0
12301,2,2,1,2,1,0,2,0
12302,3,2,1,3,2,0,3,0
12303,3,3,1,2,2,1,2,0
12304,3,2,1,3,2,1,1,0
12305,2,1,1,1,1,0,2,0
12306,2,1,1,2,2,1,2,0
12307,2,3,1,2,1,1,2,0
12308,3,1,2,2,2,1,2,0
12309,3,1,2,2,2,1,2,0
12310,3,3,2,3,2,1,2,0
12311,2,3,2,3,2,1,2,0
12312,3,2,2,3,1,1,1,0
12313,2,2,1,2,2,1,2,0
12314,2,3,1,2,1,1,1,0
12315,2,3,2,3,1,1,2,0
12316,2,1,2,1,1,1,2,0
12317,2,2,2,2,1,1,1,0
12318,2,1,2,2,2,1,3,0
12319,2,2,1,2,1,1,2,0
12320,1,2,2,2,2,1,1,0
12321,2,2,3,2,3,1,3,0
12322,3,3,2,2,1,0,2,0
12323,2,3,2,3,2,1,2,0
12324,3,3,3,3,2,0,2,0
12325,3,2,2,2,2,0,2,0
12326,2,3,3,1,3,1,3,0
12327,3,3,3,3,2,0,3,0
12328,2,3,2,2,2,1,4,0
12329,2,3,2,3,1,0,2,0
12330,2,2,1,2,1,1,2,0
12331,3,2,1,2,1,1,4,0
12332,3,3,2,2,3,1,1,0
12333,1,2,1,2,1,0,1,0
12334,2,2,1,1,2,1,1,0
12335,2,1,2,3,1,1,1,0
12336,2,2,1,3,1,1,1,0
12337,2,1,1,2,2,0,2,0
12338,3,2,3,3,2,0,3,0
12339,2,3,3,3,3,1,4,0
12340,1,1,2,2,2,0,4,0
12341,3,3,2,2,2,0,4,0
12342,2,2,2,2,2,1,3,0
12343,2,3,1,2,1,1,2,0
12344,2,3,2,2,2,0,4,0
12345,3,2,2,3,2,1,2,0
12346,3,2,1,2,1,0,2,0
12347,2,1,1,2,2,1,3,0
12348,3,2,1,3,2,1,2,0
12349,2,2,2,3,1,0,2,0
12350,2,3,2,2,3,0,4,0
12351,2,2,2,2,2,1,2,0
12352,3,1,1,1,1,1,3,0
12353,2,3,3,3,2,0,3,0
12354,3,2,1,3,1,1,3,0
12355,3,2,1,3,2,1,3,0
12356,3,3,2,2,2,1,3,0
12357,3,2,1,3,1,1,3,0
12358,2,2,3,1,3,0,2,0
12359,3,3,2,3,2,1,3,0
12360,2,3,2,3,2,0,4,0
12361,1,2,1,2,1,0,4,0
12362,2,3,1,1,1,0,3,0
12363,3,2,2,3,1,0,2,0
12364,1,2,1,3,1,1,2,0
12365,2,2,3,2,3,0,2,0
12366,2,2,2,2,2,1,3,0
12367,2,3,1,1,1,0,4,0
12368,3,3,2,3,2,1,4,0
12369,3,3,1,2,1,0,4,0
12370,3,3,2,3,2,0,3,0
12371,3,3,3,3,3,1,3,0
12372,2,3,2,3,2,0,4,0
12373,3,3,1,3,1,0,1,0
12374,2,2,3,1,2,1,4,0
12375,2,3,2,2,1,1,4,0
12376,3,2,2,3,3,0,4,0
12377,3,3,3,3,3,1,3,0
12378,3,3,1,1,1,0,2,0
12379,2,3,3,3,3,0,4,0
12380,3,3,2,2,1,1,4,0
12381,2,1,1,3,2,0,2,0
12382,2,3,2,2,2,0,1,0
12383,2,2,1,3,2,1,2,0
12384,2,2,2,2,1,1,3,0
12385,2,3,3,3,2,1,3,0
12386,2,2,2,2,2,1,2,0
12387,3,3,3,3,3,0,4,0
12388,1,1,1,2,1,1,3,0
12389,1,3,1,3,1,1,4,0
12390,2,2,1,2,1,0,2,0
12391,2,2,2,2,2,1,1,0
12392,3,2,2,3,2,1,2,0
12393,3,3,2,3,2,1,1,0
12394,2,2,3,2,2,1,2,0
12395,1,1,1,2,1,1,3,0
12396,2,2,2,2,2,0,3,0
12397,2,3,2,2,2,0,4,0
12398,3,2,2,2,1,1,3,0
12399,3,3,1,2,2,1,2,0
12400,2,3,2,3,1,0,4,0
12401,1,1,1,1,1,1,3,0
12402,2,2,3,3,3,1,1,0
12403,2,3,1,3,2,1,4,0
12404,3,3,2,3,1,1,1,0
12405,3,3,3,3,2,1,2,0
12406,2,3,2,3,2,1,4,0
12407,2,3,1,2,2,0,1,0
12408,2,3,3,2,3,1,1,0
12409,2,3,3,3,1,1,2,0
12410,3,3,1,3,1,0,2,0
12411,2,2,2,1,2,0,2,0
12412,2,1,1,2,1,1,2,0
12413,2,1,1,2,1,1,2,0
12414,2,3,2,3,3,1,2,0
12415,2,3,2,3,3,1,2,0
12416,3,2,2,3,2,1,2,0
12417,3,2,2,2,1,1,3,0
12418,3,3,1,1,1,1,4,0
12419,2,2,1,3,2,1,4,0
12420,2,2,1,2,1,1,2,0
12421,2,1,2,1,2,1,4,0
12422,2,1,2,1,1,1,3,0
12423,2,2,2,2,2,1,3,0
12424,2,3,3,3,2,1,4,0
12425,1,2,3,3,3,1,3,0
12426,2,3,2,2,2,0,4,0
12427,2,2,1,2,1,1,3,0
12428,2,1,1,1,2,0,1,0
12429,2,3,1,3,2,1,1,0
12430,2,2,1,1,1,0,3,0
12431,3,2,1,2,1,1,2,0
12432,1,2,1,1,1,0,1,0
12433,2,3,3,3,3,1,2,0
12434,3,3,2,3,3,1,4,0
12435,3,1,2,3,2,0,2,0
12436,3,1,3,3,2,0,2,0
12437,1,3,3,2,3,0,3,0
12438,2,3,3,3,2,1,1,0
12439,1,2,1,1,1,1,2,0
12440,3,2,1,1,1,0,1,0
12441,3,2,1,1,1,0,1,0
12442,3,2,2,3,2,1,1,0
12443,3,3,3,3,3,0,2,0
12444,3,3,2,3,2,1,2,0
12445,3,3,2,3,2,0,2,0
12446,3,3,3,3,3,1,2,0
12447,3,3,1,2,2,1,2,0
12448,2,3,2,2,1,1,4,0
12449,3,2,1,2,2,0,4,0
12450,2,2,2,3,2,0,4,0
12451,3,2,2,3,2,1,2,0
12452,2,1,2,2,2,1,2,0
12453,2,3,2,2,3,1,2,0
12454,3,2,2,3,2,1,2,0
12455,2,2,2,3,2,0,4,0
12456,2,2,2,3,2,1,3,0
12457,2,2,3,2,3,1,3,0
12458,2,2,2,2,2,1,2,0
12459,3,2,2,2,1,1,2,0
12460,3,2,1,2,1,1,2,0
12461,3,2,1,1,1,1,2,0
12462,1,2,1,2,1,0,2,0
12463,3,3,3,2,3,1,3,0
12464,3,3,2,2,1,1,2,0
12465,2,2,2,2,1,0,3,0
12466,3,3,1,2,1,0,2,0
12467,2,2,1,1,1,0,1,0
12468,3,3,1,2,1,0,4,0
12469,3,3,2,1,1,0,4,0
12470,3,3,2,3,1,0,4,0
12471,3,3,3,3,2,1,4,0
12472,2,3,1,2,1,1,2,0
12473,3,3,3,3,2,0,2,0
12474,3,2,1,3,1,1,3,0
12475,3,2,2,2,3,1,4,0
12476,2,2,1,3,1,0,2,0
12477,3,3,2,3,2,1,1,0
12478,3,3,2,3,2,1,1,0
12479,3,3,1,2,1,0,2,0
12480,2,3,2,3,3,0,3,0
12481,3,3,1,2,1,0,2,0
12482,2,2,2,2,1,0,3,0
12483,3,3,2,2,2,1,2,0
12484,2,2,1,2,1,0,2,0
12485,3,2,2,3,3,1,2,0
12486,2,2,2,3,1,0,2,0
12487,2,3,2,3,2,0,3,0
12488,3,2,1,3,1,0,2,0
12489,3,2,2,2,2,1,4,0
12490,2,3,1,3,1,1,4,0
12491,2,2,2,2,2,1,2,0
12492,3,2,2,3,2,0,2,0
12493,2,2,1,3,2,0,3,0
12494,3,3,1,2,1,1,4,0
12495,3,3,3,3,3,1,2,0
12496,2,1,1,3,2,1,3,0
12497,2,3,1,3,2,1,4,0
12498,2,2,1,2,2,1,3,0
12499,2,3,3,2,1,0,3,0
12500,3,1,2,2,2,1,4,0
12501,2,3,2,2,1,0,4,0
12502,2,3,2,3,1,1,2,0
12503,2,1,2,2,2,1,2,0
12504,2,3,2,3,2,1,4,0
12505,2,3,3,3,2,1,2,0
12506,3,3,2,2,2,1,2,0
12507,3,3,3,3,2,1,4,0
12508,3,3,2,2,2,0,4,0
12509,3,3,2,3,2,0,2,0
12510,1,1,1,1,2,1,3,0
12511,3,3,2,2,2,1,4,0
12512,3,3,3,3,2,1,4,0
12513,3,3,3,3,2,1,4,0
12514,3,3,2,3,2,0,1,0
12515,2,3,3,3,1,1,2,0
12516,3,2,2,2,2,1,4,0
12517,3,3,2,3,3,1,2,0
12518,3,1,2,2,1,0,3,0
12519,2,3,2,3,2,0,3,0
12520,3,2,2,2,1,1,4,0
12521,3,3,2,2,3,1,2,0
12522,3,2,2,2,2,1,2,0
12523,2,3,2,3,2,1,3,0
12524,2,3,2,3,2,1,4,0
12525,2,3,2,3,2,1,4,0
12526,2,1,1,1,2,1,4,0
12527,2,3,3,3,3,1,4,0
12528,2,2,2,3,2,1,3,0
12529,2,2,2,3,2,1,3,0
12530,3,2,3,1,2,1,1,0
12531,2,2,2,3,3,1,2,0
12532,1,1,1,2,2,0,3,0
12533,2,2,2,3,2,1,2,0
12534,2,2,2,3,2,1,2,0
12535,2,3,3,3,3,1,4,0
12536,2,1,2,3,2,1,3,0
12537,2,2,2,2,2,1,2,0
12538,2,2,3,3,1,1,2,0
12539,3,1,2,2,1,1,3,0
12540,3,1,2,3,1,1,3,0
12541,2,3,2,3,1,1,3,0
12542,2,2,2,2,2,1,2,0
12543,3,3,2,3,1,1,2,0
12544,3,3,2,2,2,1,3,0
12545,2,2,1,2,2,1,2,0
12546,3,2,3,3,2,0,3,0
12547,2,3,2,3,3,0,3,0
12548,1,1,1,1,2,1,2,0
12549,2,1,2,2,2,1,3,0
12550,3,3,2,3,2,1,2,0
12551,2,3,1,2,2,1,4,0
12552,2,3,1,2,2,0,3,0
12553,3,3,2,3,2,1,2,0
12554,2,2,2,2,2,1,2,0
12555,3,3,1,2,2,0,2,0
12556,2,3,2,3,2,1,3,0
12557,3,2,2,3,2,1,3,0
12558,3,3,2,2,2,1,4,0
12559,3,3,3,2,3,1,4,0
12560,2,3,3,3,2,0,4,0
12561,2,3,1,2,1,1,4,0
12562,2,3,2,3,2,1,4,0
12563,2,3,1,1,2,1,3,0
12564,2,3,2,2,3,1,4,0
12565,2,2,2,3,2,0,4,0
12566,2,2,3,2,1,1,3,0
12567,2,2,1,2,1,1,4,0
12568,2,3,2,2,3,1,4,0
12569,2,3,2,2,1,1,4,0
12570,3,3,2,3,2,1,4,0
12571,2,2,3,3,2,0,4,0
12572,2,3,2,2,3,1,4,0
12573,2,2,2,2,2,1,4,0
12574,3,3,2,2,1,1,2,0
12575,2,3,3,3,3,1,4,0
12576,2,2,1,2,1,0,2,0
12577,2,2,2,2,1,1,2,0
12578,2,3,3,2,2,1,2,0
12579,2,2,2,3,2,1,2,0
12580,2,3,3,2,3,1,4,0
12581,2,3,3,3,2,1,2,0
12582,2,3,1,3,2,1,3,0
12583,3,3,1,2,1,0,3,0
12584,2,3,1,3,2,1,3,0
12585,2,2,3,3,1,1,2,0
12586,2,2,3,3,2,1,2,0
12587,2,2,2,2,1,1,2,0
12588,2,2,3,2,1,1,2,0
12589,2,2,2,2,1,1,2,0
12590,2,2,1,3,2,1,3,0
12591,2,2,1,2,1,0,1,0
12592,2,2,1,1,1,0,1,0
12593,3,2,1,3,2,0,1,0
12594,3,3,1,2,2,1,4,0
12595,3,3,3,2,3,1,4,0
12596,3,3,2,3,1,0,4,0
12597,2,2,1,1,3,0,2,0
12598,3,2,3,3,2,1,2,0
12599,3,1,3,2,1,1,2,0
12600,2,2,3,2,3,1,3,0
12601,3,2,2,2,2,1,2,0
12602,2,3,3,3,3,1,3,0
12603,2,2,1,2,1,1,2,0
12604,2,3,1,1,2,1,4,0
12605,2,2,1,2,2,1,2,0
12606,3,3,3,3,3,1,2,0
12607,3,2,3,3,2,1,2,0
12608,3,2,2,3,2,1,2,0
12609,3,2,2,3,2,1,2,0
12610,3,3,2,2,1,1,3,0
12611,2,3,3,3,2,0,3,0
12612,3,1,3,2,3,1,3,0
12613,2,2,2,2,1,1,3,0
12614,2,2,2,2,2,0,2,0
12615,3,3,2,3,3,1,3,0
12616,2,3,2,2,2,1,3,0
12617,3,2,1,3,1,1,2,0
12618,2,3,2,2,3,1,3,0
12619,2,3,3,2,1,0,2,0
12620,2,3,1,3,2,1,2,0
12621,3,1,1,2,3,1,2,0
12622,2,3,2,2,1,1,4,0
12623,3,2,1,3,2,1,2,0
12624,2,2,2,3,3,0,2,0
12625,3,2,3,3,2,0,2,0
12626,3,2,1,2,2,1,4,0
12627,2,3,3,3,2,1,3,0
12628,2,2,2,2,1,1,2,0
12629,2,2,3,3,3,1,2,0
12630,2,1,1,2,1,1,2,0
12631,3,3,2,3,2,1,3,0
12632,3,2,3,2,2,1,2,0
12633,3,2,1,3,2,0,3,0
12634,3,2,2,3,2,1,2,0
12635,3,3,2,2,1,1,2,0
12636,2,2,1,2,1,0,3,0
12637,2,2,3,3,3,1,2,0
12638,3,2,3,2,2,1,2,0
12639,3,2,2,3,1,1,2,0
12640,2,3,3,3,3,0,3,0
12641,2,3,3,3,3,1,2,0
12642,3,2,2,3,2,1,2,0
12643,2,2,2,2,3,1,2,0
12644,2,2,1,1,1,1,2,0
12645,3,1,2,3,3,0,2,0
12646,1,1,2,3,2,0,2,0
12647,3,3,1,3,2,1,3,0
12648,2,2,1,3,2,1,2,0
12649,3,3,2,3,2,1,2,0
12650,3,2,2,2,1,1,2,0
12651,2,2,3,2,2,1,2,0
12652,3,3,3,3,2,1,3,0
12653,3,3,1,2,1,1,3,0
12654,1,2,2,2,2,0,1,0
12655,2,1,1,2,2,1,1,0
12656,2,3,1,2,1,1,4,0
12657,3,3,1,2,3,1,4,0
12658,2,2,2,1,1,1,3,0
12659,2,3,3,3,3,1,2,0
12660,3,3,3,3,3,0,2,0
12661,3,2,3,3,2,1,2,0
12662,2,2,2,3,2,0,2,0
12663,2,3,2,3,2,1,2,0
12664,2,2,1,3,2,0,2,0
12665,2,2,3,3,2,1,2,0
12666,3,2,2,3,3,1,2,0
12667,3,2,1,3,2,1,3,0
12668,2,3,3,3,3,0,2,0
12669,2,2,1,2,1,0,2,0
12670,2,2,1,2,2,1,2,0
12671,2,2,1,2,1,1,2,0
12672,2,2,1,3,2,1,2,0
12673,2,2,3,3,3,0,2,0
12674,3,3,3,3,2,0,2,0
12675,2,2,3,3,3,1,2,0
12676,2,2,2,3,2,1,2,0
12677,2,2,2,3,2,1,2,0
12678,2,2,1,2,2,1,3,0
12679,3,2,2,3,3,1,2,0
12680,3,2,2,3,3,1,2,0
12681,2,2,1,2,1,0,2,0
12682,2,2,1,2,1,0,2,0
12683,3,3,3,3,2,1,2,0
12684,3,3,1,3,2,0,2,0
12685,2,1,1,2,1,1,2,0
12686,2,3,3,3,2,1,2,0
12687,2,1,2,2,1,1,2,0
12688,2,1,2,2,1,1,2,0
12689,2,2,1,3,1,1,2,0
12690,2,2,2,3,1,0,2,0
12691,3,3,3,3,3,1,2,0
12692,2,3,3,3,3,0,2,0
12693,2,3,2,3,2,1,3,0
12694,3,2,2,3,2,1,2,0
12695,2,3,2,3,1,0,3,0
12696,3,2,3,2,3,1,2,0
12697,3,3,2,3,1,0,2,0
12698,2,2,2,3,3,1,2,0
12699,3,3,2,3,1,0,2,0
12700,2,1,1,2,1,0,2,0
12701,3,3,3,3,3,1,2,0
12702,2,2,1,2,1,1,2,0
12703,2,1,2,2,1,1,2,0
12704,3,2,3,2,2,1,2,0
12705,3,3,3,3,2,1,2,0
12706,3,2,2,2,1,1,2,0
12707,1,3,2,3,1,1,2,0
12708,2,3,1,2,2,1,2,0
12709,3,3,2,3,2,0,2,0
12710,3,2,3,3,2,1,2,0
12711,3,2,3,2,2,1,2,0
12712,2,2,1,3,2,0,2,0
12713,3,3,3,3,2,1,2,0
12714,1,1,2,2,2,1,2,0
12715,1,1,1,2,2,1,2,0
12716,3,3,2,3,2,1,3,0
12717,3,2,2,2,2,1,2,0
12718,3,3,2,2,1,0,2,0
12719,3,2,1,2,1,1,2,0
12720,2,3,2,2,2,1,2,0
12721,3,2,2,3,2,1,2,0
12722,3,3,1,2,2,1,2,0
12723,2,2,3,2,2,1,2,0
12724,2,2,1,1,1,1,4,0
12725,2,1,2,2,2,1,2,0
12726,2,1,2,1,1,1,2,0
12727,2,2,2,2,2,1,2,0
12728,2,2,1,3,1,1,2,0
12729,3,3,3,3,2,1,2,0
12730,3,1,2,2,1,1,2,0
12731,2,2,1,2,2,0,3,0
12732,2,2,2,3,2,1,2,0
12733,2,2,1,2,1,0,2,0
12734,2,3,3,3,2,1,4,0
12735,2,2,3,3,2,1,2,0
12736,1,3,2,1,1,0,3,0
12737,2,2,1,3,1,0,3,0
12738,2,2,3,3,3,0,2,0
12739,1,1,2,2,1,1,2,0
12740,2,2,2,1,2,1,3,0
12741,3,1,2,2,1,1,3,0
12742,3,3,2,2,2,1,4,0
12743,3,3,1,3,1,1,2,0
12744,3,3,2,3,1,1,3,0
12745,1,2,2,3,3,1,2,0
12746,1,2,2,3,3,1,2,0
12747,1,2,2,3,3,1,2,0
12748,3,3,1,2,1,1,3,0
12749,3,2,1,3,2,1,3,0
12750,2,2,3,3,2,1,2,0
12751,2,2,1,2,1,1,3,0
12752,2,2,2,2,1,1,3,0
12753,2,2,2,3,2,1,2,0
12754,3,3,1,2,1,1,4,0
12755,2,3,2,2,2,1,4,0
12756,2,1,1,2,2,1,3,0
12757,2,1,1,2,2,1,3,0
12758,1,2,2,2,2,0,3,0
12759,3,2,2,1,1,1,2,0
12760,2,2,1,2,1,0,4,0
12761,3,3,1,3,1,1,1,0
12762,2,1,1,3,1,1,3,0
12763,2,2,2,2,3,1,3,0
12764,2,2,2,3,2,1,4,0
12765,2,2,2,2,2,1,3,0
12766,2,2,2,2,2,0,4,0
12767,3,3,3,3,3,0,4,0
12768,3,2,1,2,1,0,3,0
12769,3,2,1,2,1,1,2,0
12770,2,2,1,2,2,1,3,0
12771,1,3,2,3,2,1,3,0
12772,3,2,1,1,1,1,1,0
12773,2,3,1,3,1,1,4,0
12774,2,2,1,1,2,0,3,0
12775,3,2,2,3,2,1,4,0
12776,3,3,2,3,3,0,3,0
12777,2,3,2,3,3,0,2,0
12778,2,3,1,2,1,0,4,0
12779,2,3,1,2,1,1,3,0
12780,2,2,1,1,1,1,2,0
12781,1,1,1,2,1,1,3,0
12782,2,2,3,3,3,1,3,0
12783,2,2,1,2,1,1,2,0
12784,2,2,1,2,1,1,2,0
12785,2,3,3,3,3,1,2,0
12786,3,3,2,3,2,0,3,0
12787,2,1,1,3,1,0,4,0
12788,3,3,2,3,3,1,3,0
12789,1,2,2,2,1,0,3,0
12790,1,2,2,2,1,0,4,0
12791,2,2,2,3,2,1,3,0
12792,2,2,1,2,1,1,2,0
12793,2,2,1,2,1,1,2,0
12794,3,3,2,2,1,1,4,0
12795,1,1,1,2,3,0,3,0
12796,3,3,2,2,1,0,4,0
12797,3,3,2,2,1,0,4,0
12798,1,3,2,2,2,1,1,0
12799,2,2,1,2,1,1,2,0
12800,2,2,3,3,2,1,2,0
12801,2,2,3,3,2,1,2,0
12802,3,3,2,2,2,1,3,0
12803,3,2,1,3,2,1,3,0
12804,2,3,3,2,2,0,4,0
12805,3,2,1,2,2,0,3,0
12806,3,3,2,2,2,1,4,0
12807,2,1,1,2,1,1,2,0
12808,2,3,2,3,2,0,2,0
12809,3,3,1,2,2,1,3,0
12810,2,3,2,2,2,1,3,0
12811,2,2,1,2,2,1,3,0
12812,2,3,3,3,2,0,2,0
12813,2,3,3,2,3,1,2,0
12814,3,2,2,3,2,0,4,0
12815,2,3,2,3,2,0,2,0
12816,3,2,2,3,1,1,3,0
12817,3,2,2,3,2,1,3,0
12818,3,3,2,2,1,1,1,0
12819,2,2,2,3,2,0,2,0
12820,3,2,2,3,2,1,3,0
12821,1,1,1,2,2,1,3,0
12822,3,3,2,3,1,1,2,0
12823,3,2,2,3,2,1,2,0
12824,2,2,2,3,2,0,3,0
12825,2,2,1,2,1,0,2,0
12826,2,3,1,3,2,0,4,0
12827,2,3,2,2,1,0,4,0
12828,2,3,2,2,1,0,4,0
12829,3,2,2,2,2,1,2,0
12830,3,3,2,3,2,0,2,0
12831,3,3,2,3,3,0,2,0
12832,1,1,2,1,1,1,1,0
12833,3,3,3,3,2,1,4,0
12834,2,1,1,3,1,1,2,0
12835,3,3,3,2,3,1,4,0
12836,2,2,1,2,1,0,2,0
12837,1,1,2,2,2,0,3,0
12838,2,1,1,3,1,1,2,0
12839,1,2,1,1,1,0,2,0
12840,3,2,1,2,1,1,3,0
12841,2,2,2,2,1,1,3,0
12842,3,3,3,3,3,1,1,0
12843,3,2,3,3,2,1,3,0
12844,3,3,3,3,1,1,2,0
12845,3,2,1,2,1,0,2,0
12846,2,2,1,1,1,1,3,0
12847,3,2,1,2,1,1,3,0
12848,2,2,2,3,2,1,3,0
12849,2,3,1,1,1,1,2,0
12850,3,3,2,2,2,1,3,0
12851,3,3,2,2,2,1,3,0
12852,1,1,2,1,2,1,2,1
12853,2,3,2,2,1,1,2,1
12854,3,1,1,2,2,1,4,1
12855,2,3,3,3,2,1,3,1
12856,3,3,3,3,3,0,3,1
12857,2,3,1,2,1,0,3,1
12858,2,1,1,2,2,1,3,1
12859,3,3,2,3,2,1,4,1
12860,3,3,1,2,1,0,4,1
12861,2,2,2,2,1,0,2,1
12862,2,1,1,2,1,1,3,1
12863,3,2,2,3,2,1,4,1
12864,2,3,2,2,1,1,4,1
12865,2,2,3,3,2,1,3,1
12866,2,2,2,2,2,0,2,1
12867,3,2,2,3,1,1,2,1
12868,2,3,2,2,2,1,4,1
12869,2,2,2,1,3,1,3,1
12870,3,2,3,3,3,0,2,1
12871,3,2,1,3,1,1,2,1
12872,2,2,1,3,1,1,3,1
12873,3,2,2,3,2,1,4,1
12874,2,2,1,2,1,1,1,1
12875,3,3,2,2,1,0,3,1
12876,3,3,3,2,2,1,1,1
12877,2,1,2,2,2,1,1,1
12878,3,2,3,3,2,1,1,1
12879,2,3,2,2,2,1,1,1
12880,3,2,3,3,1,0,1,1
12881,2,1,3,2,2,1,1,1
12882,3,2,3,3,2,0,2,1
12883,3,3,2,3,2,0,2,1
12884,3,2,2,2,1,0,1,1
12885,2,2,2,2,1,0,1,1
12886,1,2,1,2,1,0,1,1
12887,2,3,2,2,2,0,3,1
12888,2,3,3,3,2,0,1,1
12889,2,3,2,2,2,1,1,1
12890,3,2,1,2,2,0,1,1
12891,3,3,3,3,2,1,1,1
12892,3,1,2,2,1,1,1,1
12893,2,1,1,2,1,1,1,1
12894,2,1,1,2,1,1,1,1
12895,2,1,1,2,1,1,1,1
12896,3,3,2,3,1,0,1,1
12897,3,1,2,2,1,1,1,1
12898,2,2,1,1,1,1,1,1
12899,3,3,2,2,1,1,1,1
12900,3,1,1,1,1,1,2,1
12901,2,3,2,3,2,0,3,1
12902,2,2,2,3,3,1,3,1
12903,2,3,1,1,1,0,2,1
12904,3,2,1,2,1,0,1,1
12905,2,2,2,2,2,1,1,1
12906,2,2,2,2,2,1,1,1
12907,3,1,1,3,2,1,1,1
12908,3,3,1,2,1,1,1,1
12909,3,2,3,2,2,0,1,1
12910,2,2,3,2,1,1,1,1
12911,3,2,1,2,1,1,1,1
12912,2,2,1,2,1,1,1,1
12913,3,2,1,2,2,1,1,1
12914,3,3,1,3,2,0,1,1
12915,2,3,2,2,1,0,1,1
12916,2,2,2,3,2,0,1,1
12917,2,2,1,2,1,1,1,1
12918,2,2,1,3,3,1,1,1
12919,2,3,1,2,2,1,1,1
12920,3,2,1,2,1,1,1,1
12921,2,1,1,2,1,1,1,1
12922,3,2,2,2,1,1,1,1
12923,3,2,2,1,1,1,1,1
12924,3,3,3,2,2,0,2,1
12925,3,3,3,3,3,0,3,1
12926,2,3,2,3,1,1,2,1
12927,2,1,2,2,2,0,1,1
12928,2,1,1,3,1,1,2,1
12929,2,3,2,2,2,1,1,1
12930,1,2,1,2,2,0,3,1
12931,2,2,1,2,1,1,2,1
12932,2,2,1,2,2,1,4,1
12933,2,2,2,3,1,1,1,1
12934,1,3,2,2,3,0,3,1
12935,3,3,1,3,3,1,3,1
12936,2,3,2,2,2,1,2,1
12937,2,1,1,2,1,0,2,1
12938,3,3,2,2,1,1,2,1
12939,3,2,1,3,1,0,2,1
12940,2,1,1,2,1,1,2,1
12941,3,2,1,3,1,1,2,1
12942,1,1,1,1,1,1,1,1
12943,3,3,1,1,1,1,4,1
12944,3,3,1,2,1,1,3,1
12945,2,2,1,3,2,1,4,1
12946,2,2,2,1,2,0,2,1
12947,2,2,1,3,2,1,3,1
12948,2,3,1,3,1,1,2,1
12949,2,3,1,2,1,0,2,1
12950,1,1,1,1,1,0,3,1
12951,3,3,3,2,3,0,3,1
12952,1,1,1,1,1,1,4,1
12953,1,1,2,3,1,1,4,1
12954,2,3,3,2,2,1,3,1
12955,3,3,2,3,3,1,4,1
12956,3,3,2,2,3,1,3,1
12957,2,2,2,1,1,0,2,1
12958,3,3,1,3,1,1,2,1
12959,3,1,2,2,1,1,3,1
12960,3,3,2,3,3,0,3,1
12961,2,3,1,2,1,1,2,1
12962,2,2,2,3,3,1,4,1
12963,2,1,2,2,3,1,3,1
12964,2,2,1,3,2,1,2,1
12965,2,1,1,3,2,1,2,1
12966,2,2,2,2,2,1,3,1
12967,3,2,2,3,1,1,2,1
12968,3,3,3,2,1,0,2,1
12969,3,3,3,3,2,1,4,1
12970,2,1,3,3,2,1,2,1
12971,3,3,1,3,1,0,2,1
12972,2,2,1,2,2,1,2,1
12973,3,3,2,1,1,1,2,1
12974,2,2,3,3,3,1,2,1
12975,3,3,2,3,2,1,2,1
12976,3,3,2,3,2,1,2,1
12977,1,2,1,1,1,1,4,1
12978,3,2,2,3,2,1,2,1
12979,2,3,2,3,2,1,4,1
12980,3,3,3,3,3,0,2,1
12981,2,3,1,1,2,1,4,1
12982,2,2,2,3,2,1,4,1
12983,2,2,1,2,1,1,4,1
12984,3,2,1,1,1,1,4,1
12985,1,2,1,2,1,1,1,1
12986,2,1,1,2,2,1,4,1
12987,2,3,2,2,2,0,4,1
12988,2,2,3,2,2,0,3,1
12989,3,3,2,2,1,1,4,1
12990,2,2,1,2,2,0,2,1
12991,3,2,3,3,3,0,2,1
12992,2,2,2,2,2,0,3,1
12993,2,2,1,1,1,0,2,1
12994,3,2,2,2,2,1,2,1
12995,2,2,1,2,1,1,2,1
12996,2,3,1,2,1,0,2,1
12997,2,3,2,2,2,1,2,1
12998,3,3,2,2,1,0,2,1
12999,3,3,2,3,2,1,3,1
13000,2,3,2,2,2,0,3,1
13001,3,2,1,1,1,0,2,1
13002,3,2,1,3,1,1,3,1
13003,3,3,3,3,3,1,3,1
13004,3,3,3,3,2,1,4,1
13005,2,2,2,2,1,1,2,1
13006,3,3,2,2,1,1,4,1
13007,3,3,2,3,2,1,1,1
13008,3,3,2,3,3,1,2,1
13009,2,3,1,3,1,0,2,1
13010,2,1,1,1,2,1,3,1
13011,3,2,2,3,2,1,1,1
13012,2,1,1,2,2,1,3,1
13013,3,3,1,3,2,1,3,1
13014,3,3,2,3,3,1,2,1
13015,3,2,1,3,2,1,2,1
13016,2,3,1,3,2,0,2,1
13017,2,2,2,2,1,1,2,1
13018,3,3,2,3,1,0,2,1
13019,2,3,1,1,1,1,4,1
13020,2,2,1,2,1,1,3,1
13021,2,2,2,2,2,1,4,1
